0,0.99791664,0.99791664,2
1,0.9958333,0.9958333,2
2,0.9937499,0.9937499,2
3,0.99166656,0.99166656,2
4,0.9895832,0.9895832,2
5,0.98749983,0.98749983,2
6,0.9854165,0.9854165,2
7,0.9833331,0.9833331,2
8,0.98124975,0.98124975,2
9,0.9791664,0.9791664,2
10,0.977083,0.977083,2
11,0.97499967,0.97499967,2
12,0.9729163,0.9729163,2
13,0.97083294,0.97083294,2
14,0.9687496,0.9687496,2
15,0.9666662,0.9666662,2
16,0.96458286,0.96458286,2
17,0.9624995,0.9624995,2
18,0.96041614,0.96041614,2
19,0.9583328,0.9583328,2
20,0.9562494,0.9562494,2
21,0.95416605,0.95416605,2
22,0.9520827,0.9520827,2
23,0.94999933,0.94999933,2
24,0.947916,0.947916,2
25,0.9458326,0.9458326,2
26,0.94374925,0.94374925,2
27,0.9416659,0.9416659,2
28,0.9395825,0.9395825,2
29,0.93749917,0.93749917,2
30,0.9354158,0.9354158,2
31,0.93333244,0.93333244,2
32,0.9312491,0.9312491,2
33,0.9291657,0.9291657,2
34,0.92708236,0.92708236,2
35,0.924999,0.924999,2
36,0.92291564,0.92291564,2
37,0.9208323,0.9208323,2
38,0.9187489,0.9187489,2
39,0.91666555,0.91666555,2
40,0.9145822,0.9145822,2
41,0.91249883,0.91249883,2
42,0.9104155,0.9104155,2
43,0.9083321,0.9083321,2
44,0.90624875,0.90624875,2
45,0.9041654,0.9041654,2
46,0.902082,0.902082,2
47,0.89999866,0.89999866,2
48,0.8979153,0.8979153,2
49,0.89583194,0.89583194,2
50,0.8937486,0.8937486,2
51,0.8916652,0.8916652,2
52,0.88958186,0.88958186,2
53,0.8874985,0.8874985,2
54,0.88541514,0.88541514,2
55,0.8833318,0.8833318,2
56,0.8812484,0.8812484,2
57,0.87916505,0.87916505,2
58,0.8770817,0.8770817,2
59,0.87499833,0.87499833,2
60,0.87291497,0.87291497,2
61,0.8708316,0.8708316,2
62,0.86874825,0.86874825,2
63,0.8666649,0.8666649,2
64,0.8645815,0.8645815,2
65,0.86249816,0.86249816,2
66,0.8604148,0.8604148,2
67,0.85833144,0.85833144,2
68,0.8562481,0.8562481,2
69,0.8541647,0.8541647,2
70,0.85208136,0.85208136,2
71,0.849998,0.849998,2
72,0.84791464,0.84791464,2
73,0.8458313,0.8458313,2
74,0.8437479,0.8437479,2
75,0.84166455,0.84166455,2
76,0.8395812,0.8395812,2
77,0.83749783,0.83749783,2
78,0.83541447,0.83541447,2
79,0.8333311,0.8333311,2
80,0.83124775,0.83124775,2
81,0.8291644,0.8291644,2
82,0.827081,0.827081,2
83,0.82499766,0.82499766,2
84,0.8229143,0.8229143,2
85,0.82083094,0.82083094,2
86,0.8187476,0.8187476,2
87,0.8166642,0.8166642,2
88,0.81458086,0.81458086,2
89,0.8124975,0.8124975,2
90,0.81041414,0.81041414,2
91,0.8083308,0.8083308,2
92,0.8062474,0.8062474,2
93,0.80416405,0.80416405,2
94,0.8020807,0.8020807,2
95,0.89999735,0.7999973,2
96,0.89791393,0.79791397,2
97,0.89583063,0.7958306,2
98,0.8937472,0.79374725,2
99,0.8916639,0.7916639,2
100,0.8895805,0.7895805,2
101,0.8874972,0.78749716,2
102,0.9854138,0.7854138,2
103,0.9833304,0.78333044,2
104,0.98124707,0.7812471,2
105,0.9791637,0.7791637,2
106,0.97708035,0.77708036,2
107,0.974997,0.774997,2
108,0.9729136,0.77291363,2
109,0.97083026,0.7708303,2
110,0.9687469,0.7687469,2
111,0.96666354,0.76666355,2
112,0.9645802,0.7645802,2
113,0.9624968,0.7624968,2
114,0.96041346,0.76041347,2
115,0.9583301,0.7583301,2
116,0.95624673,0.75624675,2
117,0.9541634,0.7541634,2
118,0.95208,0.75208,2
119,0.94999665,0.74999666,2
120,0.9479133,0.7479133,2
121,0.9458299,0.74582994,2
122,0.94374657,0.7437466,2
123,0.9416632,0.7416632,2
124,0.93957984,0.73957986,2
125,0.9374965,0.7374965,2
126,0.9354131,0.73541313,2
127,0.93332976,0.7333298,2
128,0.9312464,0.7312464,2
129,0.92916304,0.72916305,2
130,0.9270797,0.7270797,2
131,0.9249963,0.7249963,2
132,0.92291296,0.72291297,2
133,0.9208296,0.7208296,2
134,0.91874623,0.71874624,2
135,0.9166629,0.7166629,2
136,0.9145795,0.7145795,2
137,0.91249615,0.71249616,2
138,0.9104128,0.7104128,2
139,0.9083294,0.70832944,2
140,0.90624607,0.7062461,2
141,0.9041627,0.7041627,2
142,0.90207934,0.70207936,2
143,0.899996,0.699996,2
144,0.8979126,0.69791263,2
145,0.89582926,0.6958293,2
146,0.8937459,0.6937459,2
147,0.89166254,0.69166255,2
148,0.8895792,0.6895792,2
149,0.8874958,0.6874958,2
150,0.88541245,0.68541247,2
151,0.8833291,0.6833291,2
152,0.88124573,0.68124574,2
153,0.8791624,0.6791624,2
154,0.877079,0.677079,2
155,0.87499565,0.67499566,2
156,0.8729123,0.6729123,2
157,0.8708289,0.67082894,2
158,0.86874557,0.6687456,2
159,0.8666622,0.6666622,2
160,0.86457884,0.66457886,2
161,0.8624955,0.6624955,2
162,0.8604121,0.66041213,2
163,0.85832876,0.6583288,2
164,0.8562454,0.6562454,2
165,0.85416204,0.65416205,2
166,0.8520787,0.6520787,2
167,0.8499953,0.6499953,2
168,0.84791195,0.64791197,2
169,0.8458286,0.6458286,2
170,0.84374523,0.64374524,2
171,0.8416619,0.6416619,2
172,0.8395785,0.6395785,2
173,0.83749515,0.63749516,2
174,0.8354118,0.6354118,2
175,0.8333284,0.63332844,2
176,0.83124506,0.6312451,2
177,0.8291617,0.6291617,2
178,0.82707834,0.62707835,2
179,0.824995,0.624995,2
180,0.8229116,0.62291163,2
181,0.82082826,0.6208283,2
182,0.8187449,0.6187449,2
183,0.81666154,0.61666155,2
184,0.8145782,0.6145782,2
185,0.8124948,0.6124948,2
186,0.81041145,0.61041147,2
187,0.8083281,0.6083281,2
188,0.80624473,0.60624474,2
189,0.80416137,0.6041614,2
190,0.802078,0.602078,2
191,0.8999946,0.59999466,2
192,0.8979113,0.5979113,2
193,0.8958279,0.59582794,2
194,0.8937446,0.5937446,2
195,0.89166117,0.5916612,2
196,0.88957787,0.58957785,2
197,0.88749444,0.5874945,2
198,0.88541114,0.58541113,2
199,0.8833277,0.5833278,2
200,0.8812444,0.5812444,2
201,0.879161,0.57916105,2
202,0.8770777,0.5770777,2
203,0.8749943,0.5749943,2
204,0.872911,0.57291096,2
205,0.87082756,0.5708276,2
206,0.86874425,0.56874424,2
207,0.86666083,0.5666609,2
208,0.86457753,0.5645775,2
209,0.8624941,0.56249416,2
210,0.8604108,0.5604108,2
211,0.8583274,0.55832744,2
212,0.8562441,0.5562441,2
213,0.85416067,0.5541607,2
214,0.85207736,0.55207735,2
215,0.84999394,0.549994,2
216,0.84791064,0.54791063,2
217,0.8458272,0.54582727,2
218,0.8437439,0.5437439,2
219,0.8416605,0.54166055,2
220,0.8395772,0.5395772,2
221,0.8374938,0.5374938,2
222,0.8354105,0.53541046,2
223,0.83332705,0.5333271,2
224,0.83124375,0.53124374,2
225,0.82916033,0.5291604,2
226,0.82707703,0.527077,2
227,0.8249936,0.52499366,2
228,0.8229103,0.5229103,2
229,0.8208269,0.52082694,2
230,0.8187436,0.5187436,2
231,0.81666017,0.5166602,2
232,0.81457686,0.51457685,2
233,0.81249344,0.5124935,2
234,0.81041014,0.51041013,2
235,0.8083267,0.50832677,2
236,0.8062434,0.5062434,2
237,0.80416,0.50416005,2
238,0.8020767,0.5020767,2
239,0.7999933,0.49999335,2
240,0.79791,0.49791002,2
241,0.79582655,0.4958267,2
242,0.79374325,0.49374336,2
243,0.79165983,0.49166003,2
244,0.78957653,0.4895767,2
245,0.7874931,0.48749337,2
246,0.8854098,0.48541003,2
247,0.8833264,0.4833267,2
248,0.88124305,0.48124337,2
249,0.8791597,0.47916004,2
250,0.8770763,0.4770767,2
251,0.87499297,0.47499338,2
252,0.8729096,0.47291005,2
253,0.87082624,0.47082672,2
254,0.8687429,0.46874338,2
255,0.8666595,0.46666005,2
256,0.86457616,0.46457672,2
257,0.8624928,0.4624934,2
258,0.86040944,0.46041006,2
259,0.8583261,0.45832673,2
260,0.8562427,0.4562434,2
261,0.85415936,0.45416006,2
262,0.852076,0.45207673,2
263,0.84999263,0.4499934,2
264,0.8479093,0.44791007,2
265,0.8458259,0.44582674,2
266,0.84374255,0.4437434,2
267,0.8416592,0.44166008,2
268,0.8395758,0.43957675,2
269,0.83749247,0.4374934,2
270,0.8354091,0.43541008,2
271,0.83332574,0.43332675,2
272,0.8312424,0.43124342,2
273,0.829159,0.4291601,2
274,0.82707566,0.42707676,2
275,0.8249923,0.42499343,2
276,0.82290894,0.4229101,2
277,0.8208256,0.42082676,2
278,0.8187422,0.41874343,2
279,0.81665885,0.4166601,2
280,0.8145755,0.41457677,2
281,0.81249213,0.41249344,2
282,0.8104088,0.4104101,2
283,0.8083254,0.40832677,2
284,0.80624205,0.40624344,2
285,0.8041587,0.4041601,2
286,0.8020753,0.40207678,2
287,0.899992,0.39999345,2
288,0.89790857,0.39791012,2
289,0.89582527,0.3958268,2
290,0.89374185,0.39374346,2
291,0.89165854,0.39166012,2
292,0.8895751,0.3895768,2
293,0.8874918,0.38749346,2
294,0.8854084,0.38541013,2
295,0.8833251,0.3833268,2
296,0.9812417,0.38124347,2
297,0.97915834,0.37916014,2
298,0.977075,0.3770768,2
299,0.9749916,0.37499347,2
300,0.97290826,0.37291014,2
301,0.9708249,0.3708268,2
302,0.96874154,0.36874348,2
303,0.9666582,0.36666015,2
304,0.9645748,0.36457682,2
305,0.96249145,0.3624935,2
306,0.9604081,0.36041015,2
307,0.95832473,0.35832682,2
308,0.95624137,0.3562435,2
309,0.954158,0.35416016,2
310,0.95207465,0.35207683,2
311,0.9499913,0.3499935,2
312,0.9479079,0.34791017,2
313,0.94582456,0.34582683,2
314,0.9437412,0.3437435,2
315,0.94165784,0.34166017,2
316,0.9395745,0.33957684,2
317,0.9374911,0.3374935,2
318,0.93540776,0.33541018,2
319,0.9333244,0.33332685,2
320,0.93124104,0.33124352,2
321,0.9291577,0.32916018,2
322,0.9270743,0.32707685,2
323,0.92499095,0.32499352,2
324,0.9229076,0.3229102,2
325,0.9208242,0.32082686,2
326,0.91874087,0.31874353,2
327,0.9166575,0.3166602,2
328,0.91457415,0.31457686,2
329,0.9124908,0.31249353,2
330,0.9104074,0.3104102,2
331,0.90832406,0.30832687,2
332,0.9062407,0.30624354,2
333,0.90415734,0.3041602,2
334,0.902074,0.30207688,2
335,0.8999906,0.29999354,2
336,0.89790726,0.2979102,2
337,0.8958239,0.29582688,2
338,0.89374053,0.29374355,2
339,0.8916572,0.29166022,2
340,0.8895738,0.2895769,2
341,0.88749045,0.28749356,2
342,0.8854071,0.28541023,2
343,0.8833237,0.2833269,2
344,0.88124037,0.28124356,2
345,0.879157,0.27916023,2
346,0.87707365,0.2770769,2
347,0.8749903,0.27499357,2
348,0.8729069,0.27291024,2
349,0.87082356,0.2708269,2
350,0.8687402,0.26874357,2
351,0.86665684,0.26666024,2
352,0.8645735,0.2645769,2
353,0.8624901,0.26249358,2
354,0.86040676,0.26041025,2
355,0.8583234,0.25832692,2
356,0.85624003,0.2562436,2
357,0.8541567,0.25416026,2
358,0.8520733,0.25207692,2
359,0.84998995,0.24999359,2
360,0.8479066,0.24791026,2
361,0.8458232,0.24582693,2
362,0.84373987,0.2437436,2
363,0.8416565,0.24166027,2
364,0.83957314,0.23957694,2
